Title,URL extension,External Website Logo,URL(href),Description,Course logo URL
The Human Past: Introduction to Archaeology (Fall 2006),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-986-the-human-past-introduction-to-archaeology-fall-2006,"This class introduces the multidisciplinary nature of archaeology, both in theory and practice. Lectures provide a comparative examination of the origins of agriculture and the rise of early civilizations in the ancient Near East and Mesoamerica. The laboratory sessions provide practical experience in aspects of archaeological field methods and analytical techniques including the examination of stone, ceramic, and metal artifacts and bone materials. Lab sessions have occasional problem sets which are completed outside of class.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-986-the-human-past-introduction-to-archaeology-fall-2006/3-986f06.jpg
Attraction and Repulsion: The Magic of Magnets (Fall 2005),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-a08-attraction-and-repulsion-the-magic-of-magnets-fall-2005,"This Freshman Advising Seminar surveys the many applications of magnets and magnetism. To the Chinese and Greeks of ancient times, the attractive and repulsive forces between magnets must have seemed magical indeed. Through the ages, miraculous curative powers have been attributed to magnets, and magnets have been used by illusionists to produce ""magical"" effects. Magnets guided ships in the Age of Exploration and generated the electrical industry in the 19th century. Today they store information and entertainment on disks and tapes, and produce sound in speakers, images on TV screens, rotation in motors, and levitation in high-speed trains. Students visit various MIT projects related to magnets (including superconducting electromagnets) and read about and discuss the history, legends, pseudoscience, science, and technology of types of magnets, including applications in medicine. Several short written reports and at least one oral presentation will be required of each participant.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-a08-attraction-and-repulsion-the-magic-of-magnets-fall-2005/3-a08f05.jpg
Freshman Seminar: The Nature of Engineering (Fall 2005),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-a26-freshman-seminar-the-nature-of-engineering-fall-2005,"Are you interested in investigating how nature engineers itself? How engineers copy the shapes found in nature (""biomimetics"")? This Freshman Seminar investigates why similar shapes occur in so many natural things and how physics changes the shape of nature. Why are things in nature shaped the way they are? How do birds fly? Why do bird nests look the way they do? How do woodpeckers peck? Why can't trees grow taller than they are? Why is grass skinny and hollow? What is the wood science behind musical instruments? Questions such as these are the subject of biomimetic research and they have been the focus of investigation in this course for the past three years.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-a26-freshman-seminar-the-nature-of-engineering-fall-2005/3-a26f05.jpg
Introduction to Solid State Chemistry (Fall 2010),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-091sc-introduction-to-solid-state-chemistry-fall-2010,,https://ocw.mit.edu/courses/materials-science-and-engineering/3-091sc-introduction-to-solid-state-chemistry-fall-2010/3-091scf10.jpg
Case Studies in Forensic Metallurgy (Fall 2007),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-a27-case-studies-in-forensic-metallurgy-fall-2007,"This course contains original reports and photos pertaining to each case study. In addition, many cases include links to the relevant edition of ""Calamities,"" a column by Prof. Russell.TV programs such as ""Law and Order"" show how forensic experts are called upon to give testimony that often determines the outcome of court cases. Engineers are one class of expert who can help display evidence in a new light to solve cases. In this seminar you will be part of the problem-solving process, working through both previously solved and unsolved cases. Each week we will investigate cases, from the facts that make up each side to the potential evidence we can use as engineers to expose culprits. The cases range from disintegrating airplane engines to gas main explosions to Mafia murders. This seminar will be full of discussions about the cases and creative approaches to reaching the solutions. The approach is hands-on so you will have a chance to participate in the process, not simply study it. Some background reading and oral presentation are required.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-a27-case-studies-in-forensic-metallurgy-fall-2007/3-a27f07.jpg
Mechanics of Materials (Fall 1999),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-11-mechanics-of-materials-fall-1999,"Overview of mechanical properties of ceramics, metals, and polymers, emphasizing the role of processing and microstructure in controlling these properties. Basic topics in mechanics of materials including: continuum stress and strain, truss forces, torsion of a circular shaft and beam bending. Design of engineering structures from a materials point of view.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-11-mechanics-of-materials-fall-1999/3-11f99.jpg
Inventions and Patents (Fall 2005),electrical-engineering-and-computer-science,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-901-inventions-and-patents-fall-2005,"This course explores the history of private and public rights in scientific discoveries and applied engineering, leading to the development of worldwide patent systems. The classes of invention protectable under the patent laws of the U.S., including the procedures in protecting inventions in the Patent Office and the courts will be examined. A review of past cases involving inventions and patents in: Periodic joint real-time class sessions and discussions by video-audio Internet conferencing, with other universities will also be conducted.",https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-901-inventions-and-patents-fall-2005/6-901f05.jpg
Kinetic Processes in Materials (Spring 2006),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-21-kinetic-processes-in-materials-spring-2006,"This course presents a unified treatment of phenomenological and atomistic kinetic processes in materials. It provides the foundation for the advanced understanding of processing, microstructural evolution, and behavior for a broad spectrum of materials. The course emphasizes analysis and development of rigorous comprehension of fundamentals. Topics include: irreversible thermodynamics; diffusion; nucleation; phase transformations; fluid and heat transport; morphological instabilities; gas-solid, liquid-solid, and solid-solid reactions.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-21-kinetic-processes-in-materials-spring-2006/3-21s06.jpg
Electronic and Mechanical Properties of Materials (Fall 2007),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-225-electronic-and-mechanical-properties-of-materials-fall-2007,"This course features exams and solutions from several past years.This course covers the fundamental concepts that determine the electrical, optical, magnetic and mechanical properties of metals, semiconductors, ceramics and polymers. The roles of bonding, structure (crystalline, defect, energy band and microstructure) and composition in influencing and controlling physical properties are discussed. Also included are case studies drawn from a variety of applications: semiconductor diodes and optical detectors, sensors, thin films, biomaterials, composites and cellular materials, and others.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-225-electronic-and-mechanical-properties-of-materials-fall-2007/3-225f07.jpg
Visualizing Materials Science (Fall 2017),res-3-004-visualizing-materials-science-fall-2017,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-3-004-visualizing-materials-science-fall-2017,This resource is a collection of student tutorial videos that explore various materials science and engineering topics using visualizations in the Wolfram Mathematica programming system. ,https://ocw.mit.edu/resources/res-3-004-visualizing-materials-science-fall-2017/RES_3_004F17.jpg
"Electrical, Optical, and Magnetic Properties of Materials (Fall 2007)",materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-23-electrical-optical-and-magnetic-properties-of-materials-fall-2007,"This class discusses the origin of electrical, magnetic and optical properties of materials, with a focus on the acquisition of quantum mechanical tools. It begins with an analysis of the properties of materials, presentation of the postulates of quantum mechanics, and close examination of the hydrogen atom, simple molecules and bonds, and the behavior of electrons in solids and energy bands. Introducing the variation principle as a method for the calculation of wavefunctions, the course continues with investigation of how and why materials respond to different electrical, magnetic and electromagnetic fields and probes and study of the conductivity, dielectric function, and magnetic permeability in metals, semiconductors, and insulators. A survey of common devices such as transistors, magnetic storage media, optical fibers concludes the semester.Note: The Magnetics unit was taught by co-instructor David Paul; that material is not available at this time.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-23-electrical-optical-and-magnetic-properties-of-materials-fall-2007/3-23f07.jpg
Mechanical Behavior of Materials (Spring 2008),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-22-mechanical-behavior-of-materials-spring-2008,"Here we will learn about the mechanical behavior of structures and materials, from the continuum description of properties to the atomistic and molecular mechanisms that confer those properties to all materials. We will cover elastic and plastic deformation, creep, fracture and fatigue of materials including crystalline and amorphous metals, semiconductors, ceramics, and (bio)polymers, and will focus on the design and processing of materials from the atomic to the macroscale to achieve desired mechanical behavior. We will cover special topics in mechanical behavior for material systems of your choice, with reference to current research and publications.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-22-mechanical-behavior-of-materials-spring-2008/3-22s08.jpg
"Materials at Equilibrium (SMA 5111)
		                               (Fall 2003)",materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-20-materials-at-equilibrium-sma-5111-fall-2003,Material covered in this course includes the following topics: ,https://ocw.mit.edu/courses/materials-science-and-engineering/3-20-materials-at-equilibrium-sma-5111-fall-2003/3-20f03.jpg
Thermodynamics and Kinetics of Materials (Fall 2006),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-205-thermodynamics-and-kinetics-of-materials-fall-2006,"This course explores materials and materials processes from the perspective of thermodynamics and kinetics. The thermodynamics aspect includes laws of thermodynamics, solution theory and equilibrium diagrams. The kinetics aspect includes diffusion, phase transformations, and the development of microstructure.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-205-thermodynamics-and-kinetics-of-materials-fall-2006/3-205f06.jpg
Fracture and Fatigue (Fall 2003),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-35-fracture-and-fatigue-fall-2003,"Investigation of linear elastic and elastic-plastic fracture mechanics. Topics include microstructural effects on fracture in metals, ceramics, polymers, thin films, biological materials and composites, toughening mechanisms, crack growth resistance and creep fracture. Also covered: interface fracture mechanics, fatigue damage and dislocation substructures in single crystals, stress- and strain-life approach to fatigue, fatigue crack growth models and mechanisms, variable amplitude fatigue, corrosion fatigue and case studies of fracture and fatigue in structural, bioimplant, and microelectronic components.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-35-fracture-and-fatigue-fall-2003/3-35f03.jpg
"Cellular Solids: Structure, Properties and Applications (Spring 2015)",materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-054-cellular-solids-structure-properties-and-applications-spring-2015,"This course reviews the processing and structure of cellular materials as they are created from polymers, metals, ceramics, glasses, and composites, develops models for the mechanical behavior of cellular solids, and shows how the unique properties of honeycombs and foams are exploited in applications such as lightweight structural panels, energy absorption devices and thermal insulation. The applications of cellular solids in medicine include increased fracture risk due to trabecular bone loss in patients with osteoporosis, the development of metal foam coatings for orthopaedic implants, and designing porous scaffolds for tissue engineering that mimic the extracellular matrix. Modelling of cellular materials applied to natural materials and biomimicking is explored. Students taking the graduate version of the class are required to complete additional assignments.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-054-cellular-solids-structure-properties-and-applications-spring-2015/3-054s15.jpg
"Atomistic Computer Modeling of Materials (SMA 5107)
		                               (Spring 2005)",materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-320-atomistic-computer-modeling-of-materials-sma-5107-spring-2005,"This course uses the theory and application of atomistic computer simulations to model, understand, and predict the properties of real materials. Specific topics include: energy models from classical potentials to first-principles approaches; density functional theory and the total-energy pseudopotential method; errors and accuracy of quantitative predictions: thermodynamic ensembles, Monte Carlo sampling and molecular dynamics simulations; free energy and phase transitions; fluctuations and transport properties; and coarse-graining approaches and mesoscale models. The course employs case studies from industrial applications of advanced materials to nanotechnology. Several laboratories will give students direct experience with simulations of classical force fields, electronic-structure approaches, molecular dynamics, and Monte Carlo. ",https://ocw.mit.edu/courses/materials-science-and-engineering/3-320-atomistic-computer-modeling-of-materials-sma-5107-spring-2005/3-320s05.jpg
Magnetic Materials (Spring 2004),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-45-magnetic-materials-spring-2004,"This course will cover the following topics:Special topics include magnetism of thin films, surfaces and fine particles; transport in ferromagnets, magnetoresistive sensors, and amorphous magnetic materials.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-45-magnetic-materials-spring-2004/3-45s04.jpg
Integrated Microelectronic Devices (Spring 2007),electrical-engineering-and-computer-science,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-720j-integrated-microelectronic-devices-spring-2007,"6.720 examines the physics of microelectronic semiconductor devices for silicon integrated circuit applications. Topics covered include: semiconductor fundamentals, p-n junction, metal-oxide semiconductor structure, metal-semiconductor junction, MOS field-effect transistor, and bipolar junction transistor. The course emphasizes physical understanding of device operation through energy band diagrams and short-channel MOSFET device design. Issues in modern device scaling are also outlined. The course is worth 2 Engineering Design Points.Prof. JesÃºs del Alamo would like to thank Prof. Harry Tuller for his support of and help in teaching the course.",https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-720j-integrated-microelectronic-devices-spring-2007/6-720js07.jpg
Welding and Joining Processes (Fall 2002),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-37-welding-and-joining-processes-fall-2002,"Discusses a wide variety of processes and materials from the viewpoint of their fundamental physical and chemical properties. Specific topics: cold welding, adhesive bonding, diffusion bonding, soldering, brazing, flames, arcs, high-energy density heat sources, solidification, cracking resistance, shielding methods, and electric contacts. Emphasis on underlying science of a given process rather than a detailed description of the technique or equipment.This course meets with the first half of 3.371J in the Fall Term.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-37-welding-and-joining-processes-fall-2002/3-37f02.jpg
Photonic Materials and Devices (Spring 2006),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-46-photonic-materials-and-devices-spring-2006,"This course covers the theory, design, fabrication and applications of photonic materials and devices. After a survey of optical materials design for semiconductors, dielectrics and polymers, the course examines ray optics, electromagnetic optics and guided wave optics; physics of light-matter interactions; and device design principles of LEDs, lasers, photodetectors, modulators, fiber and waveguide interconnects, optical filters, and photonic crystals. Device processing topics include crystal growth, substrate engineering, thin film deposition, etching and process integration for dielectric, silicon and compound semiconductor materials. The course also covers microphotonic integrated circuits and applications in telecom/datacom systems. Course assignments include four design projects that emphasize materials, devices and systems applications.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-46-photonic-materials-and-devices-spring-2006/3-46s06.jpg
Engineering Systems Analysis for Design (Fall 2008),engineering-systems-division,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/engineering-systems-division/esd-71-engineering-systems-analysis-for-design-fall-2008,"Engineering systems design must have the flexibility to take advantage of new opportunities while avoiding disasters. This subject develops ""real options"" analysis to create design flexibility and measure its value so that it can be incorporated into system optimization. It builds on essential concepts of system models, decision analysis, and financial concepts. Emphasis is placed on calculating value of real options with special attention given to efficient analysis and practical applications. The material is organized and presented to deal with the contextual reality of technological systems, that substantially distinguishes the analysis of real options in engineering systems from that of financial options.",https://ocw.mit.edu/courses/engineering-systems-division/esd-71-engineering-systems-analysis-for-design-fall-2008/esd-71f08.jpg
Physical Metallurgy (Fall 2009),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-40j-physical-metallurgy-fall-2009,"The central point of this course is to provide a physical basis that links the structure of materials with their properties, focusing primarily on metals. With this understanding in hand, the concepts of alloy design and microstructural engineering are also discussed, linking processing and thermodynamics to the structure and properties of metals.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-40j-physical-metallurgy-fall-2009/3-40jf09.jpg
Systems Perspectives on Industrial Ecology (Spring 2006),engineering-systems-division,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/engineering-systems-division/esd-123j-systems-perspectives-on-industrial-ecology-spring-2006,"This course examines quantitative techniques for life cycle analysis of the impacts of materials extraction, processing use, and recycling; and economic analysis of materials processing, products, and markets. Student teams undertake a major case study using the latest methods of analysis and computer-based models of materials process.",https://ocw.mit.edu/courses/engineering-systems-division/esd-123j-systems-perspectives-on-industrial-ecology-spring-2006/esd-123js06.jpg
Proseminar in Manufacturing (Fall 2005),sloan-school-of-management,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/sloan-school-of-management/15-792j-proseminar-in-manufacturing-fall-2005,"This course provides an integrative forum for operations and manufacturing students and is the focus for projects in leadership, service, and improvement. It covers a set of integrative manufacturing topics or issues such as leadership and related topics, and includes presentations by guest speakers such as senior level managers of manufacturing companies. The subject is largely managed by students. Primarily for LFM Fellows and Masters students interested in focusing in operations and manufacturing.",https://ocw.mit.edu/courses/sloan-school-of-management/15-792j-proseminar-in-manufacturing-fall-2005/15-792jf05.jpg
Electrochemical Processing of Materials (Spring 2001),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-53-electrochemical-processing-of-materials-spring-2001,"This course covers a variety of topics concerning superconducting magnets, including thermodynamic and transport properties of aqueous and nonaqueous electrolytes, the electrode/electrolyte interface, and the kinetics of electrode processes. It also covers electrochemical characterization with regards to d.c. techniques (controlled potential, controlled current) and a.c. techniques (voltametry and impedance spectroscopy). Applications of the following will also be discussed: electrowinning, electrorefining, electroplating, and electrosynthesis, as well as electrochemical power sources (batteries and fuel cells).",https://ocw.mit.edu/courses/materials-science-and-engineering/3-53-electrochemical-processing-of-materials-spring-2001/3-53s01.jpg
"Symmetry, Structure, and Tensor Properties of Materials (Fall 2005)",materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-60-symmetry-structure-and-tensor-properties-of-materials-fall-2005,"This course covers the derivation of symmetry theory; lattices, point groups, space groups, and their properties; use of symmetry in tensor representation of crystal properties, including anisotropy and representation surfaces; and applications to piezoelectricity and elasticity.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-60-symmetry-structure-and-tensor-properties-of-materials-fall-2005/3-60f05.jpg
System Optimization and Analysis for Manufacturing (Summer 2003),sloan-school-of-management,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/sloan-school-of-management/15-066j-system-optimization-and-analysis-for-manufacturing-summer-2003,"One objective of 15.066J is to introduce modeling, optimization and simulation, as it applies to the study and analysis of manufacturing systems for decision support. The introduction of optimization models and algorithms provide a framework to think about a wide range of issues that arise in manufacturing systems. The second objective is to expose students to a wide range of applications for these methods and models, and to integrate this material with their introduction to operations management.",https://ocw.mit.edu/courses/sloan-school-of-management/15-066j-system-optimization-and-analysis-for-manufacturing-summer-2003/15-066jsu03.jpg
